会社名,路線系統,所属基地,形式,番台,編成名,号車,略号,車両番号,車両ID,始,終,見出しアイコン,車体アイコン,左パンタ,右パンタ,左台車,中台車,右台車,左方向,右方向,ATACS-ID,ラッピング,消滅済,見出し特記事項,変遷変更点,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東海,静岡エリア,静岡車両区,313系,3000番台,V4,2,Mc,クモハ313-3004,313-3008,1999/03/02,2006/10/13,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V5,1,Tc',クハ312-3005,313-3009,1999/03/02,2006/08/03,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V5,2,Mc,クモハ313-3005,313-3010,1999/03/02,2006/08/03,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V6,1,Tc',クハ312-3006,313-3011,1999/03/02,2006/08/29,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V6,2,Mc,クモハ313-3006,313-3012,1999/03/02,2006/08/29,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V7,1,Tc',クハ312-3007,313-3013,1999/03/19,2006/03/15,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V7,2,Mc,クモハ313-3007,313-3014,1999/03/19,2006/03/15,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V8,1,Tc',クハ312-3008,313-3015,1999/03/19,2006/06/13,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V8,2,Mc,クモハ313-3008,313-3016,1999/03/19,2006/06/13,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V9,1,Tc',クハ312-3009,313-3017,1999/03/19,2006/05/17,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V9,2,Mc,クモハ313-3009,313-3018,1999/03/19,2006/05/17,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V10,1,Tc',クハ312-3010,313-3019,1999/03/29,2006/03/31,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V10,2,Mc,クモハ313-3010,313-3020,1999/03/29,2006/03/31,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V11,1,Tc',クハ312-3011,313-3021,1999/03/29,2007/07/13,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V11,2,Mc,クモハ313-3011,313-3022,1999/03/29,2007/07/13,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V12,1,Tc',クハ312-3012,313-3023,1999/03/29,2006/01/25,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V12,2,Mc,クモハ313-3012,313-3024,1999/03/29,2006/01/25,313-0,313-0-3,＜,,m,,m,豊橋・甲府,熱海・国府津,,,◯,3000番台パンタ増設前,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V1,1,Tc',クハ312-3001,313-3001,2006/12/05,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V1,2,Mc,クモハ313-3001,313-3002,2006/12/05,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V2,1,Tc',クハ312-3002,313-3003,2007/01/23,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V2,2,Mc,クモハ313-3002,313-3004,2007/01/23,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V3,1,Tc',クハ312-3003,313-3005,2006/11/08,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V3,2,Mc,クモハ313-3003,313-3006,2006/11/08,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V4,1,Tc',クハ312-3004,313-3007,2006/10/13,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V4,2,Mc,クモハ313-3004,313-3008,2006/10/13,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V5,1,Tc',クハ312-3005,313-3009,2006/08/03,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V5,2,Mc,クモハ313-3005,313-3010,2006/08/03,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V6,1,Tc',クハ312-3006,313-3011,2006/08/29,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V6,2,Mc,クモハ313-3006,313-3012,2006/08/29,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V7,1,Tc',クハ312-3007,313-3013,2006/03/15,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V7,2,Mc,クモハ313-3007,313-3014,2006/03/15,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V8,1,Tc',クハ312-3008,313-3015,2006/06/13,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V8,2,Mc,クモハ313-3008,313-3016,2006/06/13,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V9,1,Tc',クハ312-3009,313-3017,2006/05/17,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V9,2,Mc,クモハ313-3009,313-3018,2006/05/17,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V10,1,Tc',クハ312-3010,313-3019,2006/03/31,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V10,2,Mc,クモハ313-3010,313-3020,2006/03/31,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V11,1,Tc',クハ312-3011,313-3021,2007/07/13,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V11,2,Mc,クモハ313-3011,313-3022,2007/07/13,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V12,1,Tc',クハ312-3012,313-3023,2006/01/25,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3000番台,V12,2,Mc,クモハ313-3012,313-3024,2006/01/25,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,パンタを増設,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3100番台,V13,1,Tc',クハ312-3101,313-3101,2006/08/01,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3100番台,V13,2,Mc,クモハ313-3101,313-3102,2006/08/01,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3100番台,V14,1,Tc',クハ312-3102,313-3103,2006/08/01,,313-0,313-0-1,,,t,,t,豊橋・甲府,熱海・国府津,,,,3000/3100番台,,"om,s1",,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,3100番台,V14,2,Mc,クモハ313-3102,313-3104,2006/08/01,,313-0,313-0-3,＜,＞,m,,m,豊橋・甲府,熱海・国府津,,,,3000/3100番台,,"om,s1",,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S1,1,Tc',クハ312-8001,313-8001,2022/03/12,,313-8000,313-8000-1,,,t,,t,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S1,2,M,モハ313-8501,313-8002,2022/03/12,,313-8000,313-8000-2,,,t,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S1,3,Mc,クモハ313-8501,313-8003,2022/03/12,,313-8000,313-8000-3,＜,,m,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S2,1,Tc',クハ312-8002,313-8004,2022/03/11,,313-8000,313-8000-1,,,t,,t,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S2,2,M,モハ313-8502,313-8005,2022/03/11,,313-8000,313-8000-2,,,t,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S2,3,Mc,クモハ313-8502,313-8006,2022/03/11,,313-8000,313-8000-3,＜,,m,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S3,1,Tc',クハ312-8003,313-8007,2022/03/12,,313-8000,313-8000-1,,,t,,t,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S3,2,M,モハ313-8503,313-8008,2022/03/12,,313-8000,313-8000-2,,,t,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S3,3,Mc,クモハ313-8503,313-8009,2022/03/12,,313-8000,313-8000-3,＜,,m,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S4,1,Tc',クハ312-8004,313-8010,2022/03/11,,313-8000,313-8000-1,,,t,,t,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S4,2,M,モハ313-8504,313-8011,2022/03/11,,313-8000,313-8000-2,,,t,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S4,3,Mc,クモハ313-8504,313-8012,2022/03/11,,313-8000,313-8000-3,＜,,m,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S5,1,Tc',クハ312-8005,313-8013,2022/03/11,,313-8000,313-8000-1,,,t,,t,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S5,2,M,モハ313-8505,313-8014,2022/03/11,,313-8000,313-8000-2,,,t,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S5,3,Mc,クモハ313-8505,313-8015,2022/03/11,,313-8000,313-8000-3,＜,,m,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S6,1,Tc',クハ312-8006,313-8016,2022/03/11,,313-8000,313-8000-1,,,t,,t,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S6,2,M,モハ313-8506,313-8017,2022/03/11,,313-8000,313-8000-2,,,t,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,313系,8000番台,S6,3,Mc,クモハ313-8506,313-8018,2022/03/11,,313-8000,313-8000-3,＜,,m,,m,豊橋,熱海,,,,8000番台,静岡に転属,s3,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U1,1,Tc',クハ314-3029,315-3113,2024/05/09,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U1,2,M,モハ315-3529,315-3114,2024/05/09,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U1,3,M,モハ315-3029,315-3115,2024/05/09,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U1,4,Tc,クハ315-3029,315-3116,2024/05/09,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U2,1,Tc',クハ314-3030,315-3117,2024/05/09,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U2,2,M,モハ315-3530,315-3118,2024/05/09,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U2,3,M,モハ315-3030,315-3119,2024/05/09,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U2,4,Tc,クハ315-3030,315-3120,2024/05/09,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U3,1,Tc',クハ314-3031,315-3121,2024/05/23,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U3,2,M,モハ315-3531,315-3122,2024/05/23,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U3,3,M,モハ315-3031,315-3123,2024/05/23,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U3,4,Tc,クハ315-3031,315-3124,2024/05/23,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U4,1,Tc',クハ314-3032,315-3125,2024/05/23,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U4,2,M,モハ315-3532,315-3126,2024/05/23,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U4,3,M,モハ315-3032,315-3127,2024/05/23,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U4,4,Tc,クハ315-3032,315-3128,2024/05/23,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U5,1,Tc',クハ314-3033,315-3129,2024/06/06,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U5,2,M,モハ315-3533,315-3130,2024/06/06,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U5,3,M,モハ315-3033,315-3131,2024/06/06,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U5,4,Tc,クハ315-3033,315-3132,2024/06/06,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U6,1,Tc',クハ314-3034,315-3133,2024/06/06,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U6,2,M,モハ315-3534,315-3134,2024/06/06,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U6,3,M,モハ315-3034,315-3135,2024/06/06,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U6,4,Tc,クハ315-3034,315-3136,2024/06/06,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U7,1,Tc',クハ314-3035,315-3137,2024/07/04,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U7,2,M,モハ315-3535,315-3138,2024/07/04,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U7,3,M,モハ315-3035,315-3139,2024/07/04,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U7,4,Tc,クハ315-3035,315-3140,2024/07/04,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U8,1,Tc',クハ314-3036,315-3141,2024/07/04,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U8,2,M,モハ315-3536,315-3142,2024/07/04,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U8,3,M,モハ315-3036,315-3143,2024/07/04,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U8,4,Tc,クハ315-3036,315-3144,2024/07/04,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U9,1,Tc',クハ314-3037,315-3145,2024/11/14,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U9,2,M,モハ315-3537,315-3146,2024/11/14,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U9,3,M,モハ315-3037,315-3147,2024/11/14,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U9,4,Tc,クハ315-3037,315-3148,2024/11/14,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U10,1,Tc',クハ314-3038,315-3149,2024/11/14,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U10,2,M,モハ315-3538,315-3150,2024/11/14,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U10,3,M,モハ315-3038,315-3151,2024/11/14,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U10,4,Tc,クハ315-3038,315-3152,2024/11/14,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U11,1,Tc',クハ314-3039,315-3153,2024/12/05,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U11,2,M,モハ315-3539,315-3154,2024/12/05,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U11,3,M,モハ315-3039,315-3155,2024/12/05,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U11,4,Tc,クハ315-3039,315-3156,2024/12/05,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U12,1,Tc',クハ314-3040,315-3157,2024/12/05,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U12,2,M,モハ315-3540,315-3158,2024/12/05,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U12,3,M,モハ315-3040,315-3159,2024/12/05,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U12,4,Tc,クハ315-3040,315-3160,2024/12/05,,315,315-3,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U13,1,Tc',クハ314-3041,315-3161,2025/01/16,,315,315-1,,,t,,t,豊橋,熱海,,,,3000番台,,om,,"0,wc,c",,,,,,,,
JR東海,静岡エリア,静岡車両区,315系,3000番台,U13,2,M,モハ315-3541,315-3162,2025/01/16,,315,315-2,＜,,m,,m,豊橋,熱海,,,,3000番台,,om,,0,,,,,,,,
